NM_MUNICIPIO,NR_ZONA,NR_SECAO,DS_CARGO,NM_VOTAVEL,QT_VOTOS
MAGE,148,6,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,143,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,475,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,21,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,384,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,539,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,67,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,32,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,188,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,209,DEPUTADO FEDERAL,MARCOS TAVARES,12
MAGE,110,34,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,185,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,110,456,DEPUTADO FEDERAL,MARCOS TAVARES,15
MAGE,110,512,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,428,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,330,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,447,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,535,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,167,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,463,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,488,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,509,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,208,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,517,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,271,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,133,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,141,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,14,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,110,486,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,556,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,110,484,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,118,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,424,DEPUTADO ESTADUAL,RICARDO DA KAROL,2
MAGE,110,8,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,395,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,530,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,110,442,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,240,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,129,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,47,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,110,DEPUTADO ESTADUAL,RICARDO DA KAROL,31
MAGE,110,26,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,184,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,515,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,193,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,110,459,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,405,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,110,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,164,DEPUTADO ESTADUAL,RICARDO DA KAROL,46
MAGE,148,113,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,525,DEPUTADO ESTADUAL,RICARDO DA KAROL,13
MAGE,148,201,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,127,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,110,444,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,110,560,DEPUTADO ESTADUAL,RICARDO DA KAROL,2
MAGE,148,135,DEPUTADO ESTADUAL,RICARDO DA KAROL,31
MAGE,110,51,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,240,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,28,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,148,29,DEPUTADO ESTADUAL,RICARDO DA KAROL,16
MAGE,148,61,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,110,533,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,529,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,516,DEPUTADO ESTADUAL,RICARDO DA KAROL,5
MAGE,148,243,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,282,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,148,130,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,236,DEPUTADO ESTADUAL,RICARDO DA KAROL,30
MAGE,110,508,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,331,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,110,12,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,257,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,182,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,87,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,394,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,145,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,149,DEPUTADO ESTADUAL,RICARDO DA KAROL,34
MAGE,148,245,DEPUTADO ESTADUAL,RICARDO DA KAROL,28
MAGE,148,103,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,224,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,252,DEPUTADO ESTADUAL,RICARDO DA KAROL,58
MAGE,110,412,DEPUTADO ESTADUAL,RICARDO DA KAROL,4
MAGE,110,401,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,110,496,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,39,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,45,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,192,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,477,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,443,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,148,64,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,110,489,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,62,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,37,DEPUTADO ESTADUAL,RICARDO DA KAROL,58
MAGE,148,177,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,6,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,439,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,233,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,555,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,420,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,110,23,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,110,32,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,110,126,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,124,DEPUTADO ESTADUAL,RICARDO DA KAROL,29
MAGE,148,180,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,126,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
